Fx,Fy,D,L,CD,CL,alpha_deg
-0.0160070713609457,0.0011480110697448254,-0.01575876958668232,-0.0030340412631630898,-0.00787938479334116,-0.0015170206315815449,-15.0
-0.016293352469801903,0.0010643757414072752,-0.016230646520853043,-0.0017811055295169353,-0.008115323260426521,-0.0008905527647584677,-10.0
-0.01651792787015438,0.0009280975209549069,-0.016535962000489235,-0.0005150664364919066,-0.008267981000244617,-0.0002575332182459533,-5.0
-0.01675327867269516,0.0005881713586859405,-0.01675327867269516,0.0005881713586859405,-0.00837663933634758,0.00029408567934297025,0.0
-0.016982175409793854,0.00018387277668807656,-0.016901526600122452,0.00166326726321131,-0.008450763300061226,0.000831633631605655,5.0
-0.017074808478355408,-5.9021462220698595e-05,-0.01682565174996853,0.0029068845324218273,-0.008412825874984264,0.0014534422662109137,10.0
-0.01690366491675377,-0.00016553039313293993,-0.016370529308915138,0.004215100314468145,-0.008185264654457569,0.0021075501572340727,15.0
