step,loss,pde,div,near_pde,near_div,bc_vel,wall,gauge,far_cp,outflow_cp,kutta,data,CL_pressure,CD_pressure,CM_ref,cp_mae_vs_xfoil,time_sec
1,18.81068229675293,0.04231767728924751,0.001140197622589767,0.17227961122989655,1.4355804523802362e-05,1.5519556999206543,0.018285056576132774,0.605769693851471,0.4225481152534485,0.43306976556777954,0.0,0.0,0.0172937774617095,-0.037004533770985996,-0.00047726815879174656,,0.05170297622680664
500,0.037684984505176544,0.0030498309060931206,0.004447832237929106,2.144994869013317e-05,3.395141538931057e-05,0.0006530557293444872,9.93650101008825e-05,3.6551011817209655e-06,0.0008232677937485278,0.0005422421381808817,0.0,0.0,-0.0004794879261873631,-0.0007200338198184198,9.063648082469414e-05,,25.921536922454834
1000,0.01854619011282921,0.0022083711810410023,0.001402284950017929,8.473023626720533e-06,1.038376649376005e-05,0.00030475822859443724,0.00011972462380072102,1.7505070104562037e-07,0.0004338488506618887,0.0003412793157622218,0.0,0.0,-0.00019816020557843173,-0.0008242554117680889,4.059006720217445e-05,,47.77251982688904
1500,0.02082698978483677,0.002593912882730365,0.0008222005562856793,1.3082379155093804e-05,0.0003131763369310647,0.00040860718581825495,7.280077261384577e-05,1.6129990854096832e-06,0.00020779167243745178,0.0001485093671362847,0.0,0.0,-0.00030341116078326773,-0.0008831019435057152,3.589131902666828e-05,,73.458909034729
2000,0.01172435563057661,0.0030153426341712475,0.0006746415165252984,1.5514004189753905e-05,1.9881032130797394e-05,0.00017985363956540823,5.9672194765880704e-05,8.983076327240269e-07,0.0002647512883413583,5.6372642575297505e-05,0.0,0.0,-0.00010630305664770942,-0.0011328001545685162,3.185762396207964e-05,,98.74775743484497
2500,0.009977837093174458,0.002668611938133836,0.0005049684550613165,2.7095900804852135e-05,2.287727693328634e-05,0.0001515093317721039,5.080855771666393e-05,3.56632341436125e-07,0.00047630263725295663,0.0002569912758190185,0.0,0.0,-0.0004468575244358037,-0.0012549965077647892,6.56972799783391e-05,,125.43041062355042
3000,0.008986529894173145,0.0026759658940136433,0.00049543846398592,2.6164319933741353e-05,3.276879397162702e-06,0.00012520029849838465,4.50685947726015e-05,7.580325132039434e-07,0.00047843295033089817,0.0001404456706950441,0.0,0.0,0.0005348222890616272,-0.0012088430887093118,-1.2604711338294952e-05,,152.18802547454834
3500,0.0331730842590332,0.0024697259068489075,0.000448602280812338,0.000235053215874359,0.0009422625880688429,0.000475104374345392,5.010901077184826e-05,8.067643648246303e-06,0.0005150138167664409,5.8978894230676815e-05,0.0,0.0,0.001909560583042334,-0.0013086951640555642,-0.00010721692009270367,,178.9148542881012
4000,0.03049856796860695,0.0025439949240535498,0.0004179746611043811,5.7607256167102605e-05,0.0006162386853247881,0.0003407912445254624,0.00019110705761704594,5.880967250959657e-07,0.0003897766291629523,0.0003896533162333071,0.0,0.0,0.00023353155046996422,-0.0014460054622984421,1.5090217279720847e-05,,205.61978340148926
4500,0.012302014976739883,0.002326749498024583,0.0002900160907302052,6.333058991003782e-05,2.2805040771345375e-06,8.050309406826273e-05,0.00014074529462959617,3.9729616219119634e-06,0.00041073188185691833,0.0001570897875353694,0.0,0.0,0.0011551191509880103,-0.001437007295364035,-5.494133723727736e-05,,232.33585238456726
5000,0.03679846599698067,0.0023788963444530964,0.00032956572249531746,2.051632691291161e-05,3.88451517210342e-05,0.0002761510550044477,0.0005805483087897301,7.475288157365867e-07,0.00038983504055067897,0.000222847331315279,0.0,0.0,0.0003243275392658142,-0.0014008316797340609,1.0621863040672502e-05,,259.03765773773193
