step,loss,pde,div,near_pde,near_div,bc_vel,wall,gauge,far_cp,outflow_cp,kutta,data,CL_pressure,CD_pressure,CM_ref,cp_mae_vs_xfoil,time_sec
1,11.513545989990234,0.04230624437332153,0.001140197622589767,0.1722709834575653,1.4355804523802362e-05,1.5519556999206543,0.018285056576132774,0.605769693851471,0.4225481152534485,0.43306976556777954,0.0,0.11495261639356613,0.06991423065387473,-0.03236765874566779,-0.0046411945157218346,0.4002951383590698,0.06045126914978027
500,0.5895258188247681,6.719565391540527,0.3002268671989441,77.20132446289062,0.2598338723182678,1.1342777013778687,0.00035777530865743756,0.015617656521499157,3.6414878368377686,1.843111276626587,0.0,0.005891680717468262,0.8166942022883428,0.013099415838168947,-0.1584382061277986,0.09645266085863113,27.607855319976807
1000,0.25130894780158997,6.826481819152832,0.549895167350769,243.31832885742188,2.2632434368133545,1.0524355173110962,5.491235788213089e-05,0.007756090722978115,3.9066355228424072,2.795861005783081,0.0,0.002512540202587843,0.8109637540333012,0.008522342556283383,-0.15464015291632965,0.03680948168039322,55.36037755012512
1500,0.03139830380678177,3.9503414630889893,0.20653116703033447,197.20223999023438,1.4124574661254883,1.035994291305542,3.1847594073042274e-05,0.012901527807116508,3.3581199645996094,2.4904017448425293,0.0,0.00031366455368697643,0.797513647645927,-0.0024508736880037296,-0.147298859834023,0.030232323333621025,83.09014534950256
2000,0.03569558262825012,3.5741021633148193,0.2376217246055603,164.00389099121094,0.5976768732070923,1.033545732498169,2.2098258341429755e-05,0.020820869132876396,3.127152442932129,2.307650327682495,0.0,0.00035673484671860933,0.7961667496755673,-0.0012849896364445917,-0.14801330172865285,0.026157621294260025,110.80801463127136
2500,0.025467906147241592,4.506284713745117,0.2074292153120041,164.7150115966797,0.5854760408401489,1.0568745136260986,1.4537461538566276e-05,0.019353926181793213,3.044157028198242,2.2378647327423096,0.0,0.000254533690167591,0.795352003919355,-0.0033035071943812028,-0.1465622678089949,0.030403882265090942,138.5127890110016
3000,0.049662984907627106,4.702144622802734,0.22846806049346924,123.51692962646484,0.9343370199203491,1.0832405090332031,2.009431045735255e-05,0.036646828055381775,2.742835283279419,2.189682960510254,0.0,0.0004964289255440235,0.7916866319704636,0.0021797116295424745,-0.14786449142031022,0.060963310301303864,166.23872423171997
3500,0.03474678099155426,2.718035936355591,0.21578504145145416,153.02139282226562,1.1605284214019775,1.0688749551773071,9.866376785794273e-06,0.029042450711131096,2.413142681121826,1.8467909097671509,0.0,0.0003473691758699715,0.7995941701953394,-0.0011090576179565853,-0.14782717892431443,0.034045010805130005,193.95720720291138
4000,0.03959682956337929,1.7218642234802246,0.325654000043869,86.25701904296875,1.4172325134277344,1.0618376731872559,1.2335280189290643e-05,0.042081452906131744,1.9423003196716309,1.541764736175537,0.0,0.000395844952436164,0.800370425887115,-0.0017248965811104827,-0.1467055186174233,0.0283249132335186,221.7570116519928
4500,0.038723383098840714,1.5852060317993164,0.5911259055137634,95.02014923095703,2.543083667755127,1.0596415996551514,9.040103577717673e-06,0.0587659627199173,1.7585170269012451,1.423814058303833,0.0,0.0003871434018947184,0.7897007131189939,-0.0036201858430099376,-0.14534231917180207,0.0370967872440815,249.53288531303406
5000,0.025265878066420555,1.0194084644317627,0.4385518729686737,75.91239929199219,3.5436246395111084,1.0229521989822388,8.14043050922919e-06,0.06514392793178558,1.4494303464889526,1.2949880361557007,0.0,0.00025257738889195025,0.7922008796027349,-0.0010823992924117454,-0.14545833803089012,0.025520479306578636,277.47591400146484
