step,loss,pde,div,near_pde,near_div,bc_vel,wall,gauge,far_cp,outflow_cp,kutta,data,CL_pressure,CD_pressure,CM_ref,cp_mae_vs_xfoil,time_sec
1,19.243654251098633,0.04230624437332153,0.001140197622589767,0.1722709834575653,1.4355804523802362e-05,1.5519556999206543,0.018285056576132774,0.605769693851471,0.4225481152534485,0.43306976556777954,0.0,0.0,0.016057655747079954,-0.03225195396362996,-0.0004900029421993357,,0.05087852478027344
500,0.519517719745636,0.003926000092178583,0.006161737255752087,0.00012049295037286356,0.015696005895733833,0.01385638676583767,0.0006151070119813085,0.00025079053011722863,0.00016219627286773175,8.799107308732346e-05,0.0,0.0,0.00013724803464822407,-0.002983435045487846,0.0001276566814048894,,26.54419732093811
1000,0.021032124757766724,0.0023470644373446703,0.001472015748731792,1.594884270161856e-05,3.447941708145663e-05,0.0003772329946514219,0.0001337319699814543,5.354359586817736e-07,0.0007245750166475773,1.6440775652881712e-05,0.0,0.0,-0.00011966766664020127,-0.004363629778282859,0.00013220672733207407,,53.042264461517334
1500,0.013449104502797127,0.0026791803538799286,0.0008917573723010719,2.342893640161492e-05,1.1642699973890558e-05,0.000227601412916556,7.10975073161535e-05,8.3708435738572e-09,0.0008387428824789822,1.3096510883769952e-05,0.0,0.0,-2.5977475858483638e-05,-0.005261729113195194,0.00013602233910287292,,79.6337480545044
2000,0.012941206805408001,0.003192479955032468,0.0007752276142127812,2.9818866096320562e-05,1.639000947761815e-05,0.00020791022689081728,6.298344669630751e-05,1.3150415725249331e-06,0.0008683042833581567,1.7010643205139786e-05,0.0,0.0,0.00017589697857572868,-0.005884964655086684,0.00012463951938789224,,106.32150769233704
2500,0.011900068260729313,0.0029292497783899307,0.0005525542073883116,3.786455999943428e-05,2.982902151416056e-05,0.0002231776452390477,5.970125494059175e-05,1.9158002828589815e-07,0.0007335092523135245,1.579003583174199e-05,0.0,0.0,0.0006280929862887116,-0.006279229197046298,8.844985081325231e-05,,132.90250706672668
3000,0.010606314055621624,0.003095834981650114,0.0005229160888120532,4.5195654820417985e-05,2.1342371837818064e-05,0.00014233554247766733,5.135916580911726e-05,1.3109457768223365e-06,0.0007217985112220049,2.4469954951200634e-05,0.0,0.0,0.00033454509387079623,-0.0066907686624136905,0.00012423184203114342,,159.48785758018494
3500,0.009008082561194897,0.0029345941729843616,0.00041688670171424747,3.9406586438417435e-05,4.806969627679791e-06,0.0001157535589300096,4.648042522603646e-05,1.0430298291730367e-10,0.0006480180309154093,1.72926920640748e-05,0.0,0.0,0.0004017508356299889,-0.006924450290896312,0.00011501270931971175,,186.11747455596924
4000,0.010688445530831814,0.003174883546307683,0.0004102059465367347,4.80028465972282e-05,2.936253440566361e-05,0.00013977618073113263,5.96836835029535e-05,2.461530357322772e-06,0.0005270992405712605,1.0846469194802921e-05,0.0,0.0,0.0007304126341476842,-0.007052847970917743,9.101156005724732e-05,,212.29370307922363
4500,0.010785892605781555,0.00295279105193913,0.00036658046883530915,6.498252332676202e-05,0.00012015453830827028,0.00011954671936109662,3.433057645452209e-05,3.4342410799581558e-06,0.00045695799053646624,3.185404057148844e-05,0.0,0.0,-0.00010448277786819177,-0.007390674323255045,0.00016282094541885186,,238.91358041763306
5000,0.008246658369898796,0.0031298226676881313,0.000347898225300014,3.404414383112453e-05,2.091052010655403e-05,8.620058360975236e-05,3.493700205581263e-05,3.024745964808062e-08,0.0004115315095987171,9.806399248191155e-06,0.0,0.0,0.0007425089595627218,-0.007095514524989294,9.134370941165336e-05,,265.45117926597595
