Fx,Fy,D,L,CD,CL,alpha_deg
-0.055406950414180756,-1.0392777919769287,0.21546587347984314,-1.0182056427001953,0.10773293673992157,-0.5091028213500977,-15.0
-0.07484738528728485,-0.8493458032608032,0.07377707213163376,-0.8494393825531006,0.03688853606581688,-0.4247196912765503,-10.0
-0.06563252955675125,-0.496906578540802,-0.022074516862630844,-0.5007359385490417,-0.011037258431315422,-0.2503679692745209,-5.0
-0.05523281171917915,0.09191793203353882,-0.05523281171917915,0.09191793203353882,-0.027616405859589577,0.04595896601676941,0.0
-0.1275230348110199,0.8862253427505493,-0.0497981458902359,0.8939673900604248,-0.02489907294511795,0.4469836950302124,5.0
-0.31612658500671387,1.7055351734161377,-0.015160828828811646,1.7345190048217773,-0.007580414414405823,0.8672595024108887,10.0
-0.5645090341567993,2.5443787574768066,0.11325985193252563,2.6037869453430176,0.05662992596626282,1.3018934726715088,15.0
